cct,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
32DPR0786E,-4,-6,-4,0,1,-6,0,1,-3,1,1,1,0,3,0,-12,-1,-2,3,1,2
32DPR0302K,6,-6,-16,-9,-8,-1,-2,-6,2,0,7,2,-3,-7,5,-1,-2,0,-1,0,3
32DPR1765Z,4,-2,-1,-4,-7,-7,7,4,2,-2,-2,-2,1,-5,-1,5,-1,-4,8,-4,-4
32DPR0217N,4,-3,-6,1,-7,-3,-1,-5,-5,-1,0,0,5,-2,3,4,-4,-1,1,-3,-2
32DPR1305O,0,-7,2,0,1,4,0,-1,1,-1,-3,-3,-4,-7,-2,-4,3,0,5,-1,3
32DPR1656S,9,-2,-4,-3,-4,5,10,-1,-3,4,2,-2,-10,0,1,-1,0,-2,-2,-2,4
32EPR0136B,-1,2,-5,-4,9,12,-16,-7,-6,21,28,28,8,-18,1,-1,15,38,-2,17,-18
32DPR1741P,-21,-4,2,18,3,0,-2,-1,-1,-1,13,-1,-5,-2,11,-15,-19,6,-2,-20,0
32DPR0108G,7,-29,-17,-3,8,-3,-6,3,5,-3,3,-1,-3,1,5,-2,4,12,-3,4,2
32DPR0435A,-5,-1,0,-1,-1,-2,-3,-9,-2,-7,-2,-6,6,2,2,0,2,-6,3,2,11
32DPR0324W,0,-2,1,-13,-2,0,0,1,1,3,-5,2,-1,0,-3,1,4,-1,0,-2,3
32EPR0027V,20,20,-30,27,35,11,47,-11,-15,28,-10,6,-15,-53,-2,-1,8,32,-44,-13,49
32DPR0675Z,-2,-8,-6,-1,-1,-4,4,-2,-2,-6,-3,-5,7,-4,4,-1,-2,0,2,3,-8
32DPR1632I,-8,-2,2,-5,0,9,0,-8,-1,0,2,-1,7,12,2,-3,6,-4,-7,3,4
32DPR0651Q,-9,-7,-2,-1,-2,-1,5,-5,1,-5,-2,-2,-12,1,-1,-8,7,-8,2,0,-9
32DPR0566T,2,6,1,-5,-6,14,1,-15,-11,15,1,10,-7,-9,-3,-10,-9,0,-3,-6,-3
32DPR0893N,-3,-9,-12,-4,-8,-3,-1,-7,7,-7,10,-2,-1,-8,-4,0,2,9,0,3,4
32DPR0300M,-5,2,0,-3,-4,-1,-1,-2,-2,-3,-3,-3,1,-3,-1,-6,10,3,4,-3,6
32DPR0215P,0,-11,-3,-7,-9,-6,-12,0,2,2,11,11,-18,-2,22,0,-2,8,8,-7,2
32DPR0457M,-1,-1,0,-3,3,-1,7,-5,-1,-4,-1,-3,6,-1,0,-1,7,3,-2,-5,1
32DPR1523B,-1,-1,3,-1,-3,-1,5,-9,7,-6,3,-3,-4,-3,4,4,0,-4,6,3,-16
32DPR1438E,-1,-2,3,-4,-1,-4,6,10,11,-8,5,-4,1,-3,5,-3,-3,-2,0,4,-4
32DPR0543I,3,2,14,-20,-12,7,-1,-6,-25,-7,12,-13,-46,16,34,8,13,10,29,0,-8
32DPR1413W,-1,-8,-4,-1,3,-4,0,5,1,-5,3,-2,3,-1,-2,2,-6,2,0,0,-2
32DPR1655T,1,2,-3,4,-8,0,2,-1,0,-4,0,0,-4,2,-1,5,-9,6,-3,-1,-3
32DPR0107H,5,-9,-2,-10,-3,-12,-3,-4,-5,4,-2,2,3,3,3,4,-6,11,3,3,1
32DPR2060R,4,-4,-2,-4,2,-2,-4,1,-5,4,-3,-1,3,-1,1,-5,-1,-3,0,-1,3
32DPR0458L,0,0,-15,4,1,-6,4,-8,1,-4,-6,-6,4,-1,-4,-4,-4,1,-3,2,-2
32DPR0785F,-39,-23,-11,-25,-21,-15,-11,-4,14,18,-2,11,0,8,-14,7,14,7,-22,9,-4
32DPR0870C,-5,5,-5,-5,1,-6,5,-8,2,0,7,2,16,-5,-13,14,-2,8,4,7,-5
32DPR1546M,-4,-2,-1,2,-2,1,-4,6,1,-7,0,-5,4,-5,0,-3,-2,-1,-1,2,4
32DPR1304P,-17,0,7,-19,-5,15,-1,5,4,-7,3,5,27,12,-30,5,23,-11,-4,6,13
32DPR1219S,-9,-6,5,-15,3,5,-3,-1,1,4,0,2,-6,-2,-1,-7,2,1,-2,5,2
32DPR0760X,-4,-4,1,4,-5,1,-3,2,-3,-1,-4,-2,-2,-3,-9,3,3,-3,5,3,12
32DPR0349E,-7,0,-2,-4,0,3,2,2,-4,3,6,6,-16,2,7,-3,-9,6,-1,6,-3
32DPR0434B,-16,-10,6,-3,-7,16,-3,-7,-3,-32,9,-13,-9,-4,-9,0,20,-1,3,2,1
32EPR0137A,-9,4,20,24,-28,11,-15,43,15,-11,15,14,-32,-22,-49,-17,-28,21,-34,11,1
32DPR1437F,-8,0,-7,-4,-3,0,-3,-1,1,-6,6,-4,9,-1,-10,-6,11,-1,-3,-4,0
32DPR1788J,-2,0,-13,23,-2,-1,0,16,-10,-18,-7,-15,24,-1,-3,0,-5,2,-2,7,-7
32DPR0650R,0,1,-4,-3,-4,3,-3,-4,4,0,-7,0,-3,-1,-3,-1,0,0,-5,3,3
32DPR0238Z,0,-4,-1,-4,-7,-3,-1,-6,2,-5,4,-2,-1,3,-2,2,-10,0,-2,1,2
32DPR0565U,-16,-5,4,-7,6,-4,0,1,7,4,4,4,4,-10,4,-1,-1,0,-6,-9,-3
32DPR0456N,-10,-2,-2,-4,1,-4,-1,0,-1,3,-2,0,12,1,3,0,0,-3,-15,-1,1
32DPR0892O,-2,3,4,-2,4,3,0,8,15,-6,-7,-7,-5,-5,9,-11,-11,0,-1,0,9
32DPR0129T,8,-19,-13,4,5,-7,-13,-27,7,-3,13,2,2,-5,-11,0,16,1,8,0,1
32DPR0214Q,8,-1,4,0,1,3,-9,0,5,0,-4,0,2,-3,-7,2,19,-8,0,-9,1
32DPR0784G,-9,-7,10,-3,1,-2,4,8,0,-6,-7,-7,18,-1,-3,-11,7,-2,7,-5,5
32DPR1654U,2,3,-1,-1,-2,-1,-4,22,1,-2,0,-2,2,-7,-4,4,-6,8,-4,5,4
32DPR0106I,-16,-9,1,-5,-2,4,0,2,-11,1,4,-3,-1,1,-2,18,-22,2,-1,4,-2
32EPR0134D,28,4,-24,-11,-10,17,32,3,-5,38,11,29,-69,-11,-24,-32,-66,25,-10,-11,-8
32DPR1412X,6,-10,-6,-3,7,-2,-5,-3,-8,4,-9,-3,-1,-8,4,2,7,12,4,2,-8
32DPR1327Z,-5,6,2,-5,-5,-1,-2,1,-11,0,2,-6,4,3,-2,-2,2,-2,0,-1,0
32DPR1630K,1,3,-10,5,-7,3,-3,0,1,-2,1,-1,10,2,-3,5,2,-4,-3,-4,0
32DPR1303Q,-16,-15,-8,-3,-2,-5,0,0,18,-2,8,8,4,3,0,-5,8,5,-1,1,11
32DPR0564V,0,4,1,-5,2,-10,1,-4,-6,1,2,2,1,3,0,2,-2,1,-4,-3,-5
32DPR1787K,9,0,-19,-1,14,4,10,-26,6,-1,3,-6,2,-10,-9,9,0,6,3,11,9
32DPR1109M,-12,-5,-1,0,2,0,1,-7,-4,0,-1,-4,4,14,2,8,-8,3,5,-5,0
32EPR0025X,12,-20,6,-5,16,4,16,-5,-9,0,-13,-5,-13,-1,-15,4,-24,6,-1,-19,1
32DPR0479Y,-11,-26,-5,1,-7,-2,4,4,15,-2,2,6,-10,-3,-17,10,-11,5,11,-1,12
32DPR0540L,-2,-21,-9,-2,-7,-4,-4,-5,-5,3,5,5,-10,-1,0,-1,-2,2,-3,-3,6
32EPR0158N,-9,-3,1,-4,6,-7,39,-8,22,18,11,16,-8,15,3,-21,3,18,-14,12,-7
32DPR0128U,1,-3,-4,-4,-2,-3,2,-5,5,-1,-4,-1,7,-4,-6,-2,2,-2,0,-3,3
32DPR1678D,-1,0,-2,-1,-4,0,2,-3,3,-1,2,0,0,2,0,3,-3,-4,6,0,-5
32DPR0213R,1,-8,-4,-7,-20,2,-10,0,-4,9,14,14,-19,5,5,9,-9,1,5,-21,9
32DPR0697L,-6,-5,-5,3,-2,-1,0,0,0,0,0,0,-2,1,1,2,1,-2,2,-4,0
32EPR0001N,-26,-11,-4,-16,13,29,-1,-10,25,36,22,31,-34,3,-10,-23,2,-28,7,-15,22
32DPR0432D,-7,2,7,2,0,-5,-1,-21,-9,-12,-8,-13,18,4,-13,12,8,-1,4,13,1
32DPR2086Z,2,12,-8,-18,-18,1,-1,-3,10,8,6,6,19,4,3,21,12,-19,2,1,24
32DPR0783H,-10,-5,-4,-7,4,6,-3,-3,-9,1,-7,-4,4,2,1,-1,0,2,3,-4,-2
32DPR1568Y,-3,0,9,2,-3,-13,-1,1,-4,2,-2,0,8,-3,-3,1,5,3,-2,-19,-5
32DPR0105J,-9,-7,-11,9,-8,-3,-31,0,1,-38,-22,-33,14,9,12,26,29,-12,4,22,9
32DPR1459R,5,-3,-4,2,-11,1,-6,1,2,0,4,1,-10,2,-1,-3,0,1,1,-2,2
32DPR1217U,-1,-5,-2,-4,-9,5,2,10,5,12,-1,8,-15,-1,-4,-11,-7,2,-1,-1,-3
32DPR1302R,-20,1,-12,-12,1,-7,8,-26,12,16,1,14,-8,7,-3,-16,-13,-7,25,-7,11
32DPR0438Y,-4,-6,8,3,-11,-2,-12,0,8,5,5,5,-18,-4,-7,-10,-5,2,17,1,-4
32DPR0874Z,18,8,-4,-3,-2,-23,-1,9,1,16,-3,9,-10,16,-18,-4,3,-9,-16,-7,-6
32DPR1504N,-9,-15,2,-2,1,-2,2,-5,12,-1,7,1,-2,-1,-11,10,3,4,5,-6,-8
32DPR0523V,-7,-2,-5,-3,-3,-5,0,0,10,-3,-1,1,1,-6,-2,-5,-5,1,2,5,-3
32DPR1419Q,-5,-7,5,-18,5,-12,5,-3,-7,-1,9,9,3,0,-6,-3,-3,-7,-1,7,-10
32EPR0115P,-16,0,17,-22,-27,-11,3,21,15,0,6,14,-2,49,-8,-16,-17,11,14,-18,1
32DPR0329R,-6,-1,-1,-7,-1,3,0,-2,0,-13,4,-4,2,-2,0,5,-3,1,-6,-3,0
32DPR0414O,-1,-10,0,-12,2,-6,7,2,-1,3,-8,1,2,-12,6,4,1,6,9,-4,-3
32DPR0765S,6,1,-1,1,-8,1,3,-4,7,-5,2,0,-3,0,-5,1,-4,-4,2,0,-4
32DPR1082W,-2,12,6,-8,-7,20,-12,-3,18,-21,1,1,12,2,1,21,11,59,20,-13,-3
32DPR0742H,-2,-2,0,0,-1,4,-19,0,-4,-1,3,3,-2,1,0,-4,2,-6,1,0,2
32DPR1963Z,56,-24,3,-9,2,-7,-9,1,-2,-17,-2,-5,9,1,-19,18,0,-2,1,6,-5
32EPR0007H,-7,-5,15,-5,1,10,-10,4,4,-5,13,-4,37,-7,14,-4,-16,-10,-9,-4,9
32DPR0500K,-9,-6,4,-1,0,-3,-7,-4,4,-3,1,-2,2,-2,-5,2,2,-3,-2,0,3
32DPR1612V,-4,-3,1,-1,-1,0,-7,4,-10,3,-2,-3,-1,-5,6,-4,1,2,-3,2,-9
32DPR0415N,4,-29,4,-13,-10,8,-4,-19,-3,-2,4,4,1,2,0,6,0,-12,4,-5,-2
32DPR0899H,27,-10,-11,-18,-10,-8,6,25,13,-21,0,-14,15,-7,-15,16,-22,30,-28,-6,-12
32DPR0984E,-19,-12,-5,-19,61,-11,2,9,12,24,23,23,-47,12,-2,-5,-15,11,-12,-2,13
32DPR1418R,-3,-10,-2,-8,7,21,0,-8,-7,4,-8,-2,-10,9,0,-1,3,6,-10,-11,12
32DPR0548D,-37,-7,-29,2,8,2,24,-10,10,-7,3,-4,0,1,80,-26,-32,-25,-31,-10,-30
32DPR1503O,3,-7,0,-1,-5,-8,1,2,-1,-3,1,-2,0,-1,2,7,-1,-7,-1,1,2
32DPR1191C,-28,-8,-15,-18,-30,8,-13,-2,-43,20,11,11,-11,-16,-17,-30,5,-20,-12,2,8
32DPR1309K,-2,-1,-4,-12,-12,-5,-8,10,0,-1,6,-1,-6,3,-21,2,6,4,-6,-4,1
32DPR0437Z,-13,-13,9,-3,4,-8,-5,1,-26,20,0,-11,12,-15,0,0,-7,10,-3,-8,32
32DPR1081X,18,8,-1,-6,-10,6,9,2,12,32,-5,14,9,7,-8,-18,-2,24,5,11,13
32DPR0873Z,-13,-18,-4,-35,3,-20,9,-6,6,-9,10,-5,9,-2,19,0,16,-17,8,-3,39
32DPR0679W,0,-3,-12,-3,2,-5,-11,-3,0,0,5,5,-3,-3,-4,-3,12,-13,11,-1,-7
32DPR2416Z,16,-8,-7,-11,0,-1,-4,-6,2,0,9,2,0,-1,-4,-5,20,9,6,2,14
32DPR0522W,1,-14,-15,-4,2,-3,-2,-1,7,1,-1,2,6,-6,-8,-4,3,-8,14,1,-4
32DPR0413P,18,-8,-11,-9,18,-15,0,-12,-31,9,5,5,17,17,15,-1,-5,7,7,8,-4
32EPR0116O,18,-17,-31,-15,-19,-32,6,-23,29,17,-21,12,-42,27,-42,-51,-31,3,-12,-24,8
32DPR0655M,-8,-6,-4,1,-3,-7,4,-7,-1,-4,1,-5,1,7,0,-1,5,9,0,-3,3
32DPR1526Z,-44,-34,-22,-2,23,14,19,-22,14,-5,0,-4,-7,-5,-31,-26,19,-15,-57,-36,-32
32DPR0305H,-3,-9,-6,-15,-14,2,-5,0,-2,-1,8,8,0,8,-7,-3,0,4,0,-1,-3
32DPR0656L,-1,-3,-1,-3,-7,-2,1,1,0,0,0,0,1,0,6,1,-3,-2,2,-1,-6
32DPR1962Z,-1,3,-6,-4,-19,16,12,5,-25,4,-22,-5,-1,21,-25,1,3,-4,-1,7,1
32EPR0117N,1,-25,-1,-4,0,8,-6,16,2,-11,30,-6,23,-22,-46,0,-7,-15,-3,7,34
32DPR0983F,-1,-9,4,-7,7,-1,2,2,-4,-1,-2,-2,-23,-3,-1,10,-6,4,8,2,-1
32DPR0898I,-15,-23,-14,5,-4,-18,2,-6,7,-5,-7,-5,15,2,1,50,9,-13,5,11,-8
32DPR1417S,-11,10,-11,-24,4,-5,9,-32,-34,1,13,13,-11,32,1,-4,-7,9,1,5,-26
32DPR0632B,-14,6,20,8,-31,13,4,4,-8,5,-1,-3,-37,16,-33,1,-9,-5,-19,-25,-4
32DPR0547E,-20,5,-26,2,3,8,-5,7,-10,36,-9,10,-63,-16,-37,-10,1,24,-9,1,-27
32EPR0008G,-33,32,15,-15,10,-15,35,4,10,11,1,13,-56,-30,-48,-45,8,-36,-36,11,-15
32DPR1190D,-10,-8,0,0,-5,1,-2,0,-2,1,-1,0,4,10,-10,3,-5,2,-1,-1,3
32DPR2081D,-4,-1,0,3,-1,1,0,2,-2,0,2,0,-1,3,2,0,-2,5,4,-5,3
32DPR0521X,-5,-4,5,-4,-4,-3,-2,1,-6,-4,-1,-3,-7,-5,0,-1,3,8,2,1,1
32DPR1986J,-5,4,4,-4,0,-2,0,4,1,0,-19,10,-8,1,-4,-2,0,1,5,2,2
32DPR1635F,-3,-4,4,-3,-2,2,-6,0,2,-1,2,0,4,-4,0,-5,-3,8,-6,6,-8
32DPR2417Z,1,5,9,-2,1,4,11,12,5,-3,-1,-1,-16,-5,-4,-12,-2,-10,-7,6,-8
32DPR0678X,-6,3,-2,5,-2,-3,-2,0,2,-1,3,0,-6,-6,-1,-4,-1,1,-5,1,2
32DPR0763U,-1,-6,-12,0,-2,-2,-3,-3,3,0,-5,-1,-3,3,1,5,8,5,-6,2,0
32EPR0028U,-25,5,-17,5,-8,-9,3,1,-15,20,-14,0,-41,6,-8,-3,-2,9,4,-6,14
32EPR0113R,-25,6,-3,2,6,1,13,-2,-2,-2,3,-3,-29,-4,-10,7,2,30,8,0,-9
32DPR0654N,-1,-3,1,0,1,0,3,-2,-3,2,-3,-1,-2,0,-2,3,-1,-1,0,-4,0
32DPR0412Q,7,7,7,-12,9,-1,-25,7,4,7,-10,-3,4,-3,-2,-9,-10,3,-6,-1,-8
32DPR0327T,-8,-8,-2,-12,-19,3,-9,-1,-4,13,10,9,-15,1,-5,-4,2,-2,6,2,4
32DPR0569Q,-5,5,1,-7,-6,-12,14,-6,0,-6,6,-6,-2,-1,-7,-3,-2,-5,-8,-2,1
32DPR0304I,0,-6,-2,-13,-2,12,1,8,8,2,-1,4,-9,-11,-10,1,-5,1,8,-2,-5
32DPR0897J,-3,-11,4,-6,-3,-7,7,7,-3,-2,3,-3,-5,-1,1,4,9,0,3,-1,4
32DPR0219L,4,-22,21,22,-3,-6,-26,-12,-15,-4,22,-16,22,-2,7,-2,-9,-13,-3,-1,3
32DPR0546F,-6,-3,-4,-5,4,-15,6,0,7,2,1,1,-3,-7,-2,-1,2,0,-5,3,-4
32DPR0631C,0,-7,7,13,17,2,-7,-5,13,28,-17,9,-18,5,-13,-10,13,-19,-8,-12,-13
32EPR0005J,-10,6,-21,21,6,-7,0,1,-9,2,-5,-1,10,-1,-26,-2,-10,5,5,14,-18
32DPR1658Q,9,39,-17,4,-11,55,26,19,-10,12,14,3,-24,30,12,-42,10,-18,-7,11,-10
32DPR1416T,-10,-3,-7,6,3,1,-1,6,9,-1,3,3,-16,13,17,-5,-19,3,12,-1,-21
32DPR1501Q,1,0,-1,-17,-3,2,-1,2,-9,11,18,17,-45,0,5,5,-9,-4,2,12,-1
32DPR0677Y,2,0,-5,-4,-1,-2,1,-3,0,3,-2,0,1,3,1,-4,-1,-1,2,4,-1
32DPR1549J,-4,10,-5,14,-88,-7,-28,5,-6,2,-24,-2,45,-13,-10,9,-19,17,6,10,-15
32DPR0762V,2,-5,-5,12,-4,-1,1,3,6,-9,-2,-7,20,-1,-3,10,7,13,-7,9,-11
32DPR1985K,10,-10,-9,11,0,7,14,-5,-1,-21,-5,-11,-4,1,1,4,10,18,-5,10,-8
32DPR0520Y,-10,-2,4,-1,-8,-1,0,1,-2,-4,7,-4,3,2,1,-3,3,4,2,-7,-9
32DPR1307M,-16,-8,-9,-12,7,2,-1,0,1,6,18,18,-17,-6,4,-3,-2,-10,0,-17,-8
32DPR2309R,36,-8,-26,13,-4,-25,28,-8,11,0,13,-1,9,0,-5,11,19,25,-15,-4,5
32DPR0568R,1,-3,-3,1,-3,3,0,-2,-6,-2,1,-3,-1,4,4,2,0,4,3,-8,-4
32DPR0653O,-4,-7,22,-20,-7,-21,26,-16,13,-8,-15,-15,21,12,-22,31,7,-41,25,30,29
32DPR1961A,-4,-11,0,0,6,-5,-2,4,-7,-2,0,-3,5,-9,-1,0,-5,2,9,-4,1
32DPR0411R,24,-3,-7,-9,1,1,-2,-6,10,-6,1,-1,0,1,-6,-6,0,-5,1,3,8
32DPR1876D,1,2,3,-3,2,-7,3,-2,5,-7,9,-3,-7,-12,-1,2,-7,11,-6,0,-1
32DPR0895L,-34,12,36,-28,-46,-82,13,7,30,-8,2,2,-28,-20,15,-33,-27,-8,13,-24,1
32EPR0114Q,-19,-10,-4,-3,2,-9,20,-6,28,14,18,18,-18,2,-31,6,-10,18,-5,-6,-2
32EPR0029T,-7,-68,-12,-15,-46,17,-17,-27,-8,11,-1,7,48,28,-53,-22,-28,-17,-13,-10,6
32DPR0980I,11,-18,22,-12,-2,-7,-2,-11,-13,3,-12,-5,-3,-1,-3,0,8,6,1,3,4
32EPR0006I,-2,0,3,-4,-14,-1,1,-12,10,16,5,13,-8,16,5,-14,5,-3,-3,-16,-2
32DPR0981H,-6,-5,2,-9,-6,-11,13,-15,8,2,-8,-1,24,0,-2,-1,0,8,-4,-13,0
32DPR0896K,1,-18,-13,-8,-8,-4,-11,4,3,-6,13,-2,3,15,-17,0,-11,4,-4,6,-4
32DPR0303J,4,3,7,-5,-10,10,6,4,4,-1,11,1,8,8,-11,5,8,2,4,-3,2
32DPR0545G,-4,-13,9,-8,0,0,0,3,-1,-2,8,-2,3,-2,3,3,-5,6,-4,6,-5
32DPR0787D,2,13,2,-3,-7,-7,0,6,-3,-8,2,-1,-13,-6,-6,-5,-2,2,-1,-2,4
32DPR1500R,33,-7,1,0,-10,-9,-9,-3,2,17,9,14,-21,7,-2,-5,-25,7,7,-6,-13
32DPR1984L,2,-12,-27,-29,-39,-2,-16,17,5,-16,35,-6,5,55,12,-4,13,-9,35,10,8
32DPR1415U,-14,-2,-6,-14,-5,-17,6,-4,-1,-2,12,-6,-11,17,15,-3,-7,9,12,-6,0
32DPR1657R,-12,-10,-16,8,-27,13,15,-5,-3,22,12,18,-30,20,-4,-8,4,0,9,-2,-8
32DPR0109F,-4,4,1,-5,-6,-8,4,-1,-1,11,0,5,1,1,-2,-7,3,-4,-1,2,0
32DPR1847I,7,-6,3,11,0,-2,-4,-2,5,-1,-4,0,6,-2,-3,-2,-1,0,-2,2,-1
32DPR1932F,12,17,8,9,-3,5,0,23,28,10,3,18,-25,-7,-32,32,-2,26,-1,17,-8
32DPR0624T,8,-2,-25,-7,-4,-4,-4,7,16,23,-13,10,-37,19,-1,-59,-13,17,15,5,16
32DPR0539W,-9,-21,1,4,-14,8,-1,3,-4,-1,-2,-2,2,6,-5,15,-4,-2,4,-6,-15
32DPR1183U,-8,-15,1,-6,-4,-3,3,-5,8,0,7,2,-7,-1,1,-3,-3,1,14,-1,-8
32DPR1098X,5,-1,-3,-5,3,-6,1,-1,1,1,3,3,-10,4,4,3,-5,-2,4,5,-2
32DPR0866Q,-1,-16,-6,-26,-16,27,-12,63,30,41,-30,23,-63,-5,-32,-13,-3,24,3,-12,23
32DPR2164M,10,2,-7,-21,-11,-1,-5,-1,1,4,2,3,22,0,-5,1,-2,-18,-15,-1,-10
32DPR2031W,18,9,2,5,23,9,8,37,13,6,13,19,-2,1,3,-25,-5,1,-17,5,-5
32DPR1074N,-19,-9,9,-1,-11,17,-16,7,-5,-24,15,-3,-5,-6,-10,2,6,23,26,-12,19
32DPR0843F,-4,-13,-1,0,2,1,7,9,-2,10,-5,5,-11,-4,-6,-3,-5,-3,5,-8,5
32DPR0758I,8,7,9,13,-29,12,4,-5,-3,-1,9,-6,26,-19,-18,29,3,7,-17,-1,-7
32DPR0516L,-1,-14,-6,-16,-4,-21,0,-1,5,-6,2,-1,-2,-16,1,-1,-3,-1,7,-6,1
32DPR0407E,-3,11,-95,25,-29,15,-1,-1,5,1,-18,10,-13,-49,-1,6,17,11,-4,150,-1
32DPR1050D,-1,-20,-9,-6,-24,-5,-17,-3,-14,-4,-1,-1,-4,-8,-54,60,-13,5,1,12,-4
32DPR0649B,-6,0,1,1,4,0,-1,0,1,-1,4,-1,-2,1,-12,11,-14,12,1,5,0
32EPR0108F,-3,-15,4,-7,11,5,-11,5,6,-2,2,2,13,31,15,-2,-12,-19,-7,-3,-3
32DPR2250I,1,4,3,-1,1,-10,3,-6,-3,-1,2,-5,7,0,-4,-1,-8,0,-6,-3,10
32DPR1604M,-4,2,-2,-4,-2,-7,-2,-4,3,-5,-15,-15,21,3,0,-1,2,3,12,-3,-2
32DPR0865R,5,-5,4,0,0,1,-3,0,-4,5,-1,2,0,-1,2,-3,2,-1,2,0,-5
32DPR0623U,-6,-13,-25,-22,-2,13,-6,-15,13,4,-17,3,15,11,-39,4,11,15,-5,-1,20
32DPR1097Y,12,-8,-9,-2,7,-2,12,2,-1,-5,-1,-4,10,-3,-4,-5,-7,2,2,3,-5
32DPR1182V,37,-21,-5,-31,14,-9,-9,28,25,5,28,15,-10,19,-11,34,12,13,-22,-44,0
32DPR1073O,-12,6,-11,-6,0,-12,0,1,-1,1,-4,1,-7,8,5,-9,-3,10,3,4,-5
32DPR0757J,-36,-10,5,9,-34,-22,14,3,12,11,2,11,-11,37,-62,-29,-38,-42,-6,-10,0
32DPR1954R,-19,-5,-7,8,-7,8,-30,13,-13,8,-10,-5,10,0,-3,-1,5,-6,2,-4,0
32DPR0999G,6,-2,7,8,1,2,8,-20,20,-13,-7,-7,13,21,-5,-4,9,16,-11,3,10
32DPR2142A,0,5,10,-15,-2,5,-12,1,-11,-12,-3,-12,7,-2,-3,3,-10,-7,4,-7,-9
32DPR1712U,4,-6,2,-1,1,3,-3,-7,-4,0,-1,-3,13,2,-8,-2,-3,-4,-1,-4,3
32DPR0406F,-5,-6,4,7,-3,9,-6,18,-13,12,4,-1,17,-1,19,4,-8,3,-9,0,-6
32DPR0648C,4,-9,7,-2,-2,-6,2,-2,-2,-4,1,-4,-2,2,-1,-9,6,1,3,2,-6
32DPR0973Z,-16,-3,-7,1,5,0,4,1,1,-5,3,2,-13,-8,-4,-6,-6,17,0,-1,3
32DPR1930H,0,-11,-14,-7,-17,1,2,-4,-4,14,-9,2,-52,-1,-3,5,-6,-4,-8,2,-4
32DPR2251H,-9,-23,20,-5,31,12,28,20,8,28,4,23,-33,20,18,4,18,-12,-10,12,8
32DPR0622V,-3,0,2,0,-15,-1,-1,0,3,-4,2,-1,-5,2,1,3,1,-1,-8,8,10
32DPR1603N,-10,-11,1,2,-2,0,0,1,-3,-10,-6,-9,11,-5,-4,6,-4,7,1,-1,-3
32EPR0129S,-11,20,25,2,3,-7,8,-7,13,35,-12,13,19,-25,-5,-30,-25,-20,-14,-8,-7
32DPR0428R,-105,13,-28,-42,-59,-19,21,-45,-22,11,4,4,-43,-1,30,-23,13,7,-7,2,1
32DPR0864S,-1,-1,-2,-6,-4,-4,-1,-3,0,6,-2,3,-5,-1,-1,-3,1,3,-2,-2,-1
32DPR0779V,2,-4,-3,-12,2,-2,-8,-6,1,2,6,6,-10,5,-8,-1,-6,7,2,-4,6
32DPR0513O,2,6,-11,0,-1,3,-6,3,-1,-6,-5,-5,9,0,0,-3,2,0,2,-3,0
32DPR1409J,-4,3,-1,-2,0,3,-1,-5,-2,1,6,6,-10,2,7,3,-1,0,5,0,-8
32DPR1736D,-4,-3,-1,-1,1,3,0,-3,-1,-1,2,-1,6,5,-2,-4,-3,-2,0,-1,3
32DPR0841H,9,-13,5,-13,-2,-5,-24,-3,-4,7,-4,1,-16,6,-3,2,-5,0,-1,1,-3
32DPR0756K,-2,-1,1,0,-1,-12,2,-5,-1,4,-1,2,2,-3,0,-2,5,3,-5,-4,-1
32EPR0106H,-13,6,1,-22,1,9,-2,-8,7,0,7,2,-1,1,12,-9,3,4,-10,-3,1
32DPR0514N,-5,-11,-6,0,4,-2,-3,-2,-7,-2,-2,-2,-4,-2,9,-3,6,-6,15,11,-12
32DPR0429Q,-13,-26,-7,-11,-23,78,50,24,28,-1,33,32,-55,4,-28,-7,-6,-4,-20,-31,11
32DPR1072P,-4,-6,3,0,-6,-3,-1,9,4,-2,2,-1,2,-6,-10,2,1,9,-1,2,0
32DPR0998H,-9,2,2,-17,-14,-8,-3,4,-21,6,-4,-7,12,-11,-9,-3,-5,-1,-9,-4,4
32DPR0647D,6,-12,2,4,-7,-10,-2,12,-13,-12,-13,-13,11,-21,-3,3,2,11,-7,-8,0
32DPR0732A,-19,22,3,17,7,18,14,19,44,26,0,23,18,-24,-19,-37,-11,23,-24,50,2
32DPR0889A,3,-4,2,-2,2,-2,-1,2,-1,0,-1,0,1,-1,-2,0,2,1,2,3,-6
32DPR0092W,-7,-8,23,-1,0,0,2,-4,-11,0,-3,-5,-6,-9,-21,4,21,20,0,2,9
32DPR1408K,1,-19,-4,-32,-24,-14,-15,-11,-12,13,21,20,-46,6,-15,-4,2,15,5,6,3
32DPR1095Z,-36,-1,-24,-9,-30,-21,26,-18,-2,20,12,17,-42,8,-25,-9,-1,-9,-4,-29,-22
32DPR1180X,-3,-9,2,9,-1,3,4,9,-4,-6,-5,-6,7,1,3,2,1,-2,6,7,-3
32DPR2252G,28,-12,-15,-10,1,-8,-1,8,13,12,17,13,-20,16,0,23,15,17,-13,0,21
32DPR0863T,-27,-38,8,-37,-25,12,15,7,-2,39,7,18,-38,-17,10,-25,3,-40,2,-11,-4
32DPR1844L,-6,0,21,-6,-9,-7,12,-18,-14,4,-2,-9,14,3,-13,7,45,-5,19,15,9
